TIME,RUNTIME,REF_pCO2,REF_TEMP,NODE_pCO2,NODE_TEMP,PO_RAW
EOS,2026-06-13 09:41:47.978,0.01,5497.15,22.93,5523.50,23.17
PO,
THERM, b'21.27, TemperatureH2O = 21.47'
EOS,2026-06-13 09:41:48.979,1.01,5497.40,22.93,5523.50,23.17
PO,
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.54'
EOS,2026-06-13 09:41:49.979,2.01,5497.40,22.93,5523.46,23.17
PO,Invalid command
THERM, b'21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:41:50.979,3.01,5498.20,22.93,5523.46,23.17
PO,
THERM, b'TemperatureAir = 21.27, TemperatureH2O = 21.47'
EOS,2026-06-13 09:41:51.980,4.01,5498.79,22.93,5523.41,23.17
PO,***************************************************************************************
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.54'
EOS,2026-06-13 09:41:52.980,5.01,5498.79,22.93,5523.41,23.17
PO,1) START sampling mode                                    6) Print status banner
THERM, b'Adafruit MAX31865 PT100 Sensor Test!'
EOS,2026-06-13 09:41:53.980,6.01,5499.26,22.93,5523.39,23.17
PO,2) STOP sampling                                          7) Pressure and temperature
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:41:54.981,7.01,5499.26,22.93,5523.39,23.17
PO,3) Setup sampling
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:41:55.981,8.01,5499.71,22.93,5523.40,23.17
PO,
THERM, b'TemperatureAir = 21.27, TemperatureH2O = 21.47'
EOS,2026-06-13 09:41:56.981,9.01,5499.71,22.93,5523.40,23.17
PO,4) View logged data                                       t) Set clock time
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:41:59.112,11.14,5500.14,22.93,5523.46,23.17
PO,5) Erase logged data                                      b) Set baud rate
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:00.112,12.14,5500.56,22.93,5523.58,23.17
PO,
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:01.113,13.14,5500.56,22.93,5523.58,23.17
PO,s) Single sample acquisition in command mode
THERM, b'TemperatureAir = 21.27, TemperatureH2O = 21.54'
EOS,2026-06-13 09:42:02.113,14.14,5501.30,22.93,5523.82,23.17
PO,***************************************************************************************
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.54'
EOS,2026-06-13 09:42:03.113,15.14,5501.30,22.93,5523.98,23.17
PO,
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.54'
EOS,2026-06-13 09:42:05.310,17.34,5502.41,22.93,5523.98,23.17
PO,>>A M,2026,06,03,09,41,44,02173,02249,4000.00,3960.66,29.18,1009.93,29.54,4.6
THERM, b'TemperatureAir = 21.27, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:06.311,18.34,5503.93,22.93,5524.01,23.17
PO,
THERM, b'TemperatureAir = 21.27, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:07.311,19.34,5503.93,22.93,5523.98,23.17
PO,***************************************************************************************
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.54'
EOS,2026-06-13 09:42:08.311,20.34,5505.30,22.93,5523.98,23.17
PO,1) START sampling mode                                    6) Print status banner
THERM, b'TemperatureAir = 21.27, TemperatureH2O = 21.54'
EOS,2026-06-13 09:42:09.418,21.44,5505.30,22.93,5523.96,23.17
PO,2) STOP sampling                                          7) Pressure and temperature
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:10.418,22.45,5506.06,22.93,5523.96,23.17
PO,3) Setup sampling
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:11.419,23.45,5506.06,22.93,5523.97,23.17
PO,
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:12.419,24.45,5506.42,22.93,5523.97,23.17
PO,4) View logged data                                       t) Set clock time
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
EOS,2026-06-13 09:42:13.419,25.45,5506.42,22.93,5524.09,23.17
PO,5) Erase logged data                                      b) Set baud rate
THERM, b'TemperatureAir = 21.24, TemperatureH2O = 21.51'
